,Data Through Date,Eligibility,Project Name,Solicitation Name,Inflation Adjustment,Fixed REC Price,Index (O)REC Strike Price,Incremental Economic Benefits Claimed,Project Met Economic Benefits Threshold,Renewable Technology,Generation Type,Type of Existing,Counterparty,Developer Name,Energy Storage Power Capacity  (MWac),Energy Storage Energy Capacity (MWh),NYISO Zone,PTID,Interconnection Queue Number,Permit Process,Regulatory Permitting,Article VII,ZIP Code,County/Province,State/Province,REDC,Project Status,Year of Commercial Operation,Year of Delivery Start Date,Contract Duration,New Renewable Capacity (MW),Bid Capacity (MW),Bid Quantity (MWh),Max Annual Contract Quantity (MWh),P10 Annual OREC Exceedance,P50 Generation calculated by NYSERDA (MWh/yr),Transmission Capacity (HVDC),Georeference,Median Household Income
151,12/11/2024,Tier 1,Lyons Falls Mill Redevelopment,RESRFP17-1,,17.9,,,,Hydroelectric,Existing,Upgrade,"Northbrook Lyons Falls, LLC",Kruger Energy,,,Mohawk Valley,,,,,,13368,Lewis,NY,North Country,Cancelled,,,20.0,3.28,3.28,20062.0,24074.0,,,,POINT (-75.36537 43.61971),64625.0
152,12/11/2024,Maintenance,Lyonsdale,RPS Maintenance,,16.0,,Yes,Yes,Maintenance Biomass,,,,,,,Mohawk Valley,,,,,,13368,Lewis,NY,North Country,Completed,2007.0,2008.0,7.0,,,,,,,,POINT (-75.36537 43.61971),64625.0
153,12/11/2024,Maintenance,Lyonsdale Biomass,RPS Maintenance,,33.49,,,,Maintenance Biomass,,,,,,,Mohawk Valley,,,,,,13368,Lewis,NY,North Country,Completed,2014.0,2015.0,3.0,,22.0,131238.0,131238.0,,,,POINT (-75.36537 43.61971),64625.0
154,12/11/2024,Tier 1,Magruder Solar,RESRFP17-1,,23.0,,,,Solar,New,,"Magruder Solar, LLC",CS Energy,,,Hudson Valley,,744.0,SEQR,,,12525,Ulster,NY,Mid-Hudson,Cancelled,,,20.0,19.99,19.99,35022.0,42026.0,,,,POINT (-74.1512 41.67999),64625.0
155,12/11/2024,Tier 1,Manchester Solar,RESRFP18-1,,,67.41,Yes,,Solar,New,,SunEast Manchester Solar LLC,SunEast Development LLC,,,Central,,913.0,SEQR,,,14432,Ontario,NY,Finger Lakes,Cancelled,,,20.0,19.99,19.99,40223.0,48267.0,,,,POINT (-77.13883 42.9615),64625.0
156,12/11/2024,Non-Tier 1,Maple Ridge,916,,22.95,,,,Land Based Wind,,,,,,,Mohawk Valley,,,,,,13367,Lewis,NY,North Country,Completed,2006.0,2006.0,10.0,321.0,,526800.0,605820.0,,,,POINT (-75.4895 43.7871),64625.0
157,12/11/2024,Non-Tier 1,Marble River,2226,,20.44,,Yes,Yes,Land Based Wind,,,,,,,North,323696,,,,,12923,Clinton,NY,North Country,Completed,2012.0,2012.0,10.0,215.25,204.49,581510.0,581510.0,,,,POINT (-73.9322 44.95524),64625.0
158,12/11/2024,Non-Tier 1,Marsh Hill,2554,,36.95,,Yes,Yes,Land Based Wind,,,,,,,Central,323713,,,,,14855,Steuben,NY,Southern Tier,Operational,2014.0,2014.0,10.0,16.2,15.39,52526.0,52526.0,,,,POINT (-77.50328 42.12147),64625.0
159,12/11/2024,Tier 1,Martin Rd Solar,RESRFP19-1,,,68.8,Yes,,Solar,New,,"Martin Rd Solar, LLC",Olivewood Energy Development,,,West,,666.0,ORES,,,14101,Cattaraugus,NY,Western New York,Cancelled,,,20.0,19.99,19.99,33096.0,39715.0,,,,POINT (-78.49038 42.4241),64625.0
160,12/11/2024,Non-Tier 1,Mechanicville,1851,,17.5,,Yes,Yes,Hydroelectric,,,,,,,Capital,,,,,,12118,Saratoga,NY,Capital Region,Completed,2011.0,2011.0,10.0,4.5,4.28,19000.0,19000.0,,,,POINT (-73.68503 42.90454),64625.0
161,12/11/2024,Tier 1,Mill Point Solar,RESRFP20-1,,,44.55,Yes,,Solar,New,,ConnectGen Montgomery County LLC,ConnectGen,,,Mohawk Valley,,1031.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=23-00034,,12072,Montgomery,NY,Mohawk Valley,Cancelled,,,20.0,250.0,250.0,497130.0,596556.0,,,,POINT (-74.37026 42.94801),64625.0
162,12/11/2024,Tier 1,Mill Point Solar 2,RESRFP21-1,,,,Yes,,Solar,New,,ConnectGen Montgomery County LLC,ConnectGen,,,Mohawk Valley,,1231.0,ORES,,,12072,Montgomery,NY,Mohawk Valley,Cancelled,,,20.0,100.0,100.0,197100.0,236520.0,,,,POINT (-74.37026 42.94801),64625.0
163,12/11/2024,Non-Tier 1,Mill Street Dam,2389,,20.25,,Yes,Yes,Hydroelectric,,,,,,,Central,,,,,,13021,Cayuga,NY,Central New York,Operational,2014.0,2014.0,10.0,0.22,0.23,986.0,986.0,,,,POINT (-76.56591 42.92936),64625.0
164,12/11/2024,Tier 1,Mineral Basin Solar,RESRFP22-1,,,77.99,Yes,,Solar,New,,"Mineral Basin Solar Power, LLC",Swift Current Energy,,,Central,,1080.0,Other,,,16836,,PA,,Under Development,,2028.0,20.0,401.64,401.64,731820.0,878184.0,,,,POINT (-78.22134 41.10312),64625.0
165,12/11/2024,Non-Tier 1,Modern,2226,,26.0,,Yes,Yes,Biogas - LFG,,,,,,,West,,,,,,14174,Niagara,NY,Western New York,Completed,2011.0,2011.0,10.0,6.4,,20306.0,20306.0,,,,POINT (-79.04796 43.2504),64625.0
166,12/11/2024,Tier 1,Mohawk Solar,RESRFP18-1,,,65.39,Yes,,Solar,New,,Mohawk Solar LLC,Avangrid Renewables,,,Capital,,495.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0182,,13317,Montgomery,NY,Mohawk Valley,Cancelled,,,20.0,90.5,90.5,200321.0,240385.0,,,,POINT (-74.57168 42.90691),64625.0
167,12/11/2024,Tier 2,Moose River Hydro,T2RFP21-1,,7.97,,,,Hydroelectric,,,EONY Generation Limited,EONY Generation Limited,,,Mohawk Valley,,,,,,13368,Lewis,NY,North Country,Completed,1987.0,2021.0,3.0,,12.2,53598.0,53598.0,,,,POINT (-75.36537 43.61971),64625.0
168,12/11/2024,Tier 1,Moraine Solar Energy Center,RESRFP20-1,,,58.83,Yes,,Solar,New,,"Moraine Solar Energy, LLC",EDF Renewables Development,5.0,20.0,Central,,716.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=22-00024&CaseSearch=Search,,14807,Allegany,NY,Western New York,Cancelled,,,20.0,93.55,93.55,183568.0,220281.0,,,,POINT (-77.69597 42.39454),64625.0
169,12/11/2024,Tier 1,Morgan Stanley Headquarters,3084,,20.0,,Yes,Yes,Fuel Cell,New,,"MS Financing, LLC",Morgan Stanley,,,New York City,N/A,,SEQR,,,10036,New York,NY,New York City,Cancelled,2016.0,,20.0,0.79,0.75,6324.0,6324.0,,,,POINT (-73.98464 40.7591),64625.0
170,12/11/2024,Tier 1,Morris Ridge Solar,RESRFP18-1,,,70.47,Yes,,Solar,New,,"Morris Ridge Solar Energy Center, LLC",EDF Renewables Development,,,Central,323848,717.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00025&CaseSearch=Search,,14510,Livingston,NY,Finger Lakes,Operational,,2025.0,20.0,177.0,177.0,319920.0,383904.0,,,,POINT (-77.8741 42.72573),64625.0
171,12/11/2024,Tier 1,Moss Ridge Solar,RESRFP21-1,,,,Yes,,Solar,New,,"Moss Ridge Solar 1, LLC","New Leaf Energy, Inc.",,,Mohawk Valley,,1150.0,ORES,,,13681,St Lawrence,NY,North Country,Cancelled,,,20.0,60.0,60.0,86198.0,103437.0,,,,POINT (-75.39336 44.41561),64625.0
172,12/11/2024,N/A,New York Blade Facility,ORECRFP22-1,,,,,,,,,LM Blades Wind Power (USA) Inc.,LM Blades Wind Power (USA) Inc.,,,,,,,,,None,,,,Cancelled,,,,,,,,,,,,64625.0
173,12/11/2024,N/A,New York Nacelle Facility,ORECRFP22-1,,,,,,,,,GE Renewables North America LLC (Nacelles),GE Renewables North America LLC (Nacelles),,,,,,,,,None,,,,Cancelled,,,,,,,,,,,,64625.0
174,12/11/2024,Tier 1,Newport Solar Farm,RESRFP21-1,,,,Yes,,Solar,New,,Newport Deerfield Solar LLC,Boralex,,,Mohawk Valley,,1178.0,ORES,,,13502,Oneida,NY,Mohawk Valley,Cancelled,,,20.0,130.0,130.0,244842.0,293810.0,,,,POINT (-75.24727 43.10108),64625.0
175,12/11/2024,Non-Tier 1,Niagara BioEnergy,2554,,30.0,,Yes,,Biogas - ADG,New,,,,,,West,,,,,,14304,Niagara,NY,Western New York,Operational,2013.0,2019.0,10.0,0.85,0.81,4750.0,4750.0,,,,POINT (-78.96109 43.09076),64625.0
176,12/11/2024,Non-Tier 1,Niagara Generating Facility*,1037,,11.99,,Yes,Yes,Biomass,,,,,,,West,,,,,,14304,Niagara,NY,Western New York,Completed,2008.0,2008.0,10.0,26.0,26.0,180500.0,189525.0,,,,POINT (-78.96109 43.09076),64625.0
177,12/11/2024,Tier 1,Niagara Solar,RESRFP22-1,Yes,,83.0,Yes,,Solar,New,,Niagara NY Solar LLC,Cordelio Power,,,West,,592.0,SEQR,,,14011,Wyoming,NY,Finger Lakes,Under Development,,2025.0,20.0,19.99,19.99,33797.0,40556.0,,,,POINT (-78.28106 42.86402),64625.0
178,12/11/2024,Non-Tier 1,Norfolk,1037,,9.96,,Yes,Yes,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,13667,St Lawrence,NY,North Country,Completed,2007.0,2008.0,10.0,1.5,1.5,6822.0,7504.0,,,,POINT (-74.98356 44.80086),64625.0
179,12/11/2024,Tier 1,North Country Wind,RESRFP22-1,,,,Yes,,Land Based Wind,New,,"NY North Country, LLC",Terra-Gen,,,North,,,ORES,,,12917,Franklin,NY,North Country,Cancelled,,,20.0,298.2,298.2,919506.0,1103407.0,,,,POINT (-74.16902 44.90356),64625.0
180,12/11/2024,Tier 1,North Division Street Dam Hydroelectric Facility,3257,,22.5,,Yes,Yes,Hydroelectric,Existing,Upgrade,City of Auburn,City of Auburn,,,Mohawk Valley,5015,,SEQR,,,13021,Cayuga,NY,Central New York,Operational,2018.0,2018.0,20.0,0.58,0.55,1959.0,1959.0,,,,POINT (-76.56591 42.92936),64625.0
181,12/11/2024,Tier 1,North Side Energy Center,RESRFP19-1,,,66.57,Yes,,Solar,New,,"North Side Energy Center, LLC",NextEra Energy Resources,,,North,,620.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=17-F-0598&submit=Search,,13662,St Lawrence,NY,North Country,Cancelled,,,20.0,180.0,180.0,367394.0,440872.0,,,,POINT (-74.89298 44.93182),64625.0
182,12/11/2024,Non-Tier 1,Norwood,1037,,9.99,,Yes,Yes,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,13668,St Lawrence,NY,North Country,Completed,2008.0,2008.0,10.0,0.5,0.5,4207.0,4628.0,,,,POINT (-74.99419 44.75155),64625.0
183,12/11/2024,Tier 1,Number Three Wind Farm,3257,,,74.63,Yes,,Land-based Wind,New,,Number Three Wind LLC,Invenergy,,,Mohawk Valley,323818,531.0,Article 10,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=16-F-0328,,13367,Lewis,NY,North Country,Operational,2023.0,2023.0,20.0,103.9,105.8,278500.0,334200.0,,,,POINT (-75.4895 43.7871),64625.0
184,12/11/2024,Tier 1,NYC Biogas,3084,,,,,,Biogas - ADG,,,,,,,New York City,,,,,,10307,Richmond,NY,New York City,Cancelled,,,20.0,9.6,9.12,75686.0,75686.0,,,,POINT (-74.24093 40.51133),64625.0
185,12/11/2024,Non-Tier 1,Ontario,2226,,26.0,,Yes,Yes,Biogas - LFG,,,,,,,Central,,,,,,14561,Ontario,NY,Finger Lakes,Completed,2011.0,2011.0,10.0,6.4,3.0,17232.0,17232.0,,,,POINT (-77.09743 42.82485),64625.0
186,12/11/2024,Non-Tier 1,Orangeville,2226,,20.89,,Yes,Yes,Land Based Wind,,,,,,,Central,323706,,,,,14569,Wyoming,NY,Finger Lakes,Completed,2013.0,2014.0,10.0,92.8,88.16,279103.0,279103.0,,,,POINT (-78.1332 42.74022),64625.0
187,12/11/2024,Tier 1,Orleans Solar,RESRFP20-1,,,,Yes,,Solar,New,,Orleans Solar LLC,Community Energy,,,Genesee,,950.0,ORES,,,14103,Orleans,NY,Finger Lakes,Cancelled,,,20.0,200.0,200.0,381936.0,458323.0,,,,POINT (-78.38691 43.22012),64625.0
188,12/11/2024,Non-Tier 1,Oswego Falls,1037,,8.75,,Yes,Yes,Hydroelectric,,,,,,,Central,24041,,,,,13069,Oswego,NY,Central New York,Completed,2007.0,2008.0,10.0,0.6,0.6,2688.0,2957.0,,,,POINT (-76.41527 43.32201),60000.0
189,12/11/2024,Tier 1,Oxbow Hill Solar,RESRFP22-1,,,,Yes,,Solar,New,,Cypress Creek Renewables,Cypress Creek Renewables,,,Mohawk Valley,,,ORES,,,13035,Madison,NY,Central New York,Cancelled,,,20.0,140.0,140.0,257544.0,309053.0,,,,POINT (-75.84845 42.9296),64625.0
190,12/11/2024,Tier 1,Pattersonville,RESRFP17-1,,,73.69,Yes,,Solar,New,,Pattersonville Solar Facility LLC,MN8 Energy,,,Capital,323815,638.0,SEQR,,,12137,Schenectady,NY,Capital Region,Operational,2024.0,2024.0,20.0,19.99,19.99,40503.0,48603.0,,,,POINT (-74.07789 42.88897),64625.0
191,12/11/2024,Non-Tier 1,Piercefield,1168,,9.98,,Yes,Yes,Hydroelectric,,,,,,,North,24042,,,,,12973,St Lawrence,NY,North Country,Completed,2008.0,2009.0,10.0,0.1,0.1,385.0,385.0,,,,POINT (-74.61406 44.26614),64625.0
192,12/11/2024,N/A,Port of Albany Port Infrastructure Investment Plan,ORECRFP20-1,,,,,,,,,Renewable Energy Shared Assets LLC,Renewable Energy Shared Assets LLC,,,,,,,,,None,,,,Cancelled,,,,,,,,,,,,64625.0
193,12/11/2024,Non-Tier 1,Prattsburgh,1168,,,,,,Land Based Wind,,,,,,,Central,,,,,,14873,Steuben,NY,Southern Tier,Cancelled,,,10.0,54.0,16.2,40500.0,40500.0,,,,POINT (-77.28905 42.52343),64625.0
194,12/11/2024,Tier 1,Prattsburgh Wind Farm,RESRFP19-1,,,71.59,Yes,,Land Based Wind,New,,"Prattsburgh Wind, LLC",Terra-Gen,,,Central,,801.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00749,,14873,Steuben,NY,Southern Tier,Cancelled,,,20.0,145.0,145.0,449651.0,539581.0,,,,POINT (-77.28905 42.52343),64625.0
195,12/11/2024,Non-Tier 1,Prattsburgh Windfarm,1037,,16.94,,,,Land Based Wind,,,,,,,Central,,,,,,14873,Steuben,NY,Southern Tier,Cancelled,,,10.0,55.5,5.55,14245.0,15670.0,,,,POINT (-77.28905 42.52343),64625.0
196,12/11/2024,Tier 1,Puckett Solar,RESRFP17-1,,,77.71,Yes,,Solar,New,,"Puckett Solar, LLC",MN8 Energy,,,Central,323809,775.0,SEQR,,,13746,Chenango,NY,Southern Tier,Operational,2022.0,2022.0,20.0,20.0,19.99,33271.0,39925.0,,,,POINT (-75.84875 42.23408),64625.0
197,12/11/2024,Non-Tier 1,Raymondville,1037,,9.98,,Yes,Yes,Hydroelectric,,,,,,,Mohawk Valley,24057,,,,,13667,St Lawrence,NY,North Country,Completed,2008.0,2008.0,10.0,0.7,0.7,3291.0,3620.0,,,,POINT (-74.98356 44.80086),64625.0
198,12/11/2024,Tier 1,Regan Solar,RESRFP17-1,,,79.17,Yes,,Solar,New,,"Regan Solar, LLC",MN8 Energy,,,Capital,323812,748.0,SEQR,,,12068,Montgomery,NY,Mohawk Valley,Operational,2022.0,2023.0,20.0,20.0,19.99,35548.0,42657.0,,,,POINT (-74.3745 42.95452),64625.0
199,12/11/2024,Tier 1,Regen DG Project,3257,,6.4,,Yes,,Fuel Cell,New,,Bloom Energy Corp,Bloom Energy Corp,,,Dunwoodie,N/A,,SEQR,,,10591,Westchester,NY,Mid-Hudson,Operational,2018.0,2018.0,20.0,1.58,1.0,6442.0,6442.0,,,,POINT (-73.85865 41.08007),64625.0
200,12/11/2024,Tier 1,Rich Road Solar Energy Center,RESRFP21-1,,,,Yes,,Solar,New,,"Rich Road Solar Energy Center, LLC",EDF Renewables Development,20.0,80.0,Mohawk Valley,,800.0,ORES,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64955&MNO=22-00031,,13617,St Lawrence,NY,North Country,Cancelled,,,20.0,240.0,240.0,456221.0,547465.0,,,,POINT (-75.16983 44.59994),64625.0
201,12/11/2024,Tier 1,Ridge View Solar Energy Center,RESRFP21-1,,,,Yes,,Solar,New,,"Ridge View Solar Energy Center, LLC",EDF Renewables Development,20.0,80.0,West,,859.0,ORES,http://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=19-F-0641,,14067,Niagara,NY,Western New York,Cancelled,,,20.0,350.0,350.0,665322.0,798386.0,,,,POINT (-78.5731 43.19823),64625.0
202,12/11/2024,Non-Tier 1,Rio,2554,,25.0,,Yes,Yes,Hydroelectric,,,,,,,Hudson Valley,,,,,,12737,Sullivan,NY,Mid-Hudson,Completed,2013.0,2014.0,10.0,0.8,0.76,4199.0,4199.0,,,,POINT (-74.80665 41.49108),64625.0
203,12/11/2024,Tier 1,Rising Solar,RESRFP17-1,,22.5,,Yes,,Solar,New,,Rising Solar LLC,"National Grid Renewables, LLC",,,Hudson Valley,,,SEQR,,,10990,Orange,NY,Mid-Hudson,Cancelled,,,20.0,20.0,20.0,32184.0,38619.0,,,,POINT (-74.35825 41.25848),64625.0
204,12/11/2024,Tier 1,Riverside Solar,RESRFP22-1,Yes,,72.5,Yes,,Solar,New,,"Riverside Solar, LLC",AES Corporation,,,Mohawk Valley,,882.0,ORES,,,13622,Jefferson,NY,North Country,Under Development,,2028.0,20.0,100.0,100.0,201480.0,241776.0,,,,POINT (-76.13127 44.06767),64625.0
205,12/11/2024,Tier 1,Roaring Brook Wind,RESRFP18-1,,,67.23,Yes,,Land-based Wind,New,,PPM Roaring Brook LLC,Avangrid Renewables,,,Mohawk Valley,323790,546.0,SEQR,,,13404,Lewis,NY,North Country,Operational,2021.0,2021.0,20.0,79.73,77.7,229329.0,275194.0,,,,POINT (-75.46901 43.73752),64625.0
206,12/11/2024,Tier 1,Rock District Solar,RESRFP23-1,,,91.44,Yes,,Solar,New,,"Rock District Solar, LLC",Greenbacker Renewable Energy Company,,,Capital,,564.0,ORES,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64957&MNO=23-00033,,12043,Schoharie,NY,Mohawk Valley,Under Development,,2026.0,20.0,19.99,19.99,35967.0,43160.0,,,,POINT (-74.48317 42.6782),64625.0
207,12/11/2024,Tier 1,Rock District Solar,RESRFP17-1,,,76.2,Yes,,Solar,New,,"Rock District Solar, LLC",Greenbacker Renewable Energy Corporation,,,Capital,,564.0,ORES,https://orespermits.ny.gov/Public/MatterManagement/CaseMaster.aspx?MatterSeq=64957&MNO=23-00033,,12043,Schoharie,NY,Mohawk Valley,Cancelled,,,20.0,19.99,19.99,33884.0,40660.0,,,,POINT (-74.48317 42.6782),64625.0
208,12/11/2024,Tier 1,Roosevelt Solar,RESRFP21-1,,,,Yes,,Solar,New,,Emeren US LLC,Emeren Group Ltd.,2.0,8.0,North,,1212.0,SEQR,,,13662,St Lawrence,NY,North Country,Cancelled,,,20.0,19.9,19.9,39397.0,47276.0,,,,POINT (-74.89298 44.93182),64625.0
209,12/11/2024,Tier 1,Rutland Center Solar 1,RESRFP20-1,,,51.17,Yes,,Solar,New,,"Rutland Center Solar 1, LLC",Cypress Creek Renewables,,,Mohawk Valley,,1077.0,ORES,,,13601,Jefferson,NY,North Country,Cancelled,,,20.0,110.2,110.2,208516.0,250219.0,,,,POINT (-75.91428 43.97586),64625.0
210,12/11/2024,Tier 1,Sandy Creek Solar,RESRFP19-1,,,66.51,Yes,,Solar,New,,Sandy Creek Solar LLC,Boralex,,,Mohawk Valley,,843.0,SEQR,,,13605,Jefferson,NY,North Country,Cancelled,,,20.0,19.99,19.99,37649.0,45178.0,,,,POINT (-76.02364 43.81029),64625.0
211,12/11/2024,Non-Tier 1,School Street,1681,,9.49,,Yes,Yes,Hydroelectric,,,,,,,Capital,24059,,,,,12047,Albany,NY,Capital Region,Completed,2010.0,2011.0,10.0,5.2,4.9,21885.0,21885.0,,,,POINT (-73.70009 42.77465),64625.0
212,12/11/2024,Tier 1,Scipio Solar,RESRFP23-1,Yes,,99.0,Yes,,Solar,New,,Scipio Solar NY LLC,Cordelio Power,,,Central,,590.0,SEQR,,,13147,Cayuga,NY,Central New York,Under Development,,2026.0,20.0,18.0,18.0,34043.0,40851.0,,,,POINT (-76.55886 42.78334),64625.0
213,12/11/2024,Tier 1,Scotch Ridge Solar,RESRFP21-1,,,,Yes,,Solar,New,,"Scotch Ridge Solar, LLC",Nexamp,,,Capital,,1227.0,ORES,,,12056,Schenectady,NY,Capital Region,Cancelled,,,20.0,20.0,20.0,40296.0,48355.0,,,,POINT (-74.13576 42.76111),64625.0
214,12/11/2024,Tier 1,SED Dog Corners Solar,RESRFP18-1,,,67.13,Yes,,Solar,New,,SunEast Dog Corners Solar LLC,SunEast Development LLC,,,Central,,584.0,SEQR,,,13026,Cayuga,NY,Central New York,Cancelled,,,20.0,19.99,19.99,37999.0,45598.0,,,,POINT (-76.70294 42.75771),64625.0
215,12/11/2024,Tier 1,SED Hills Solar,RESRFP18-1,,,66.67,Yes,,Solar,New,,SunEast Hills Solar LLC,SunEast Development LLC,,,Mohawk Valley,,581.0,SEQR,,,13365,Herkimer,NY,Mohawk Valley,Cancelled,,,20.0,19.99,19.99,37999.0,45598.0,,,,POINT (-74.85884 43.04079),64625.0
216,12/11/2024,Tier 1,SED Skyline Solar,RESRFP18-1,,,68.64,Yes,,Solar,New,,SunEast Skyline Solar LLC,SunEast Development LLC,,,Mohawk Valley,,670.0,SEQR,,,13476,Oneida,NY,Mohawk Valley,Cancelled,,,20.0,19.99,19.99,35022.0,42026.0,,,,POINT (-75.53929 43.07954),64625.0
217,12/11/2024,Tier 1,SED Watkins Road Solar 1,RESRFP18-1,,,66.87,Yes,,Solar,New,,SunEast Watkins Solar 1 LLC,SunEast Development LLC,,,Mohawk Valley,,586.0,SEQR,,,13340,Herkimer,NY,Mohawk Valley,Cancelled,,,20.0,19.99,19.99,37999.0,45598.0,,,,POINT (-75.07407 43.03638),64625.0
218,12/11/2024,Non-Tier 1,Seneca,2226,,26.0,,Yes,Yes,Biogas - LFG,,,,,,,Central,,,,,,13165,Seneca,NY,Finger Lakes,Completed,2011.0,2011.0,10.0,12.8,5.85,46664.0,46664.0,,,,POINT (-76.8627 42.89895),64625.0
219,12/11/2024,Tier 1,Shepherd's Run Solar,RESRFP17-1,,,70.01,Yes,,Solar,New,,Hecate Energy Columbia County 1 LLC,Hecate Energy,,,Capital,,644.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-02553,,12521,Columbia,NY,Capital Region,Cancelled,,,20.0,60.0,60.0,111164.0,133396.0,,,,POINT (-73.62149 42.15723),64625.0
220,12/11/2024,Non-Tier 1,Sherman Island,1168,,13.99,,,,Hydroelectric,,,,,,,Capital,,,,,,12804,Warren,NY,Capital Region,Completed,2009.0,2009.0,10.0,4.7,4.5,19292.0,19292.0,,,,POINT (-73.67843 43.33318),64625.0
221,12/11/2024,Tier 1,Silver Lake Solar,RESRFP18-1,,,75.12,Yes,,Solar,New,,Silver Lake Solar LLC,AES Corporation,,,Central,,629.0,SEQR,,,14530,Wyoming,NY,Finger Lakes,Cancelled,,,20.0,24.99,24.99,38200.0,45840.0,,,,POINT (-78.0055 42.71961),64625.0
222,12/11/2024,Tier 1,Sky High Solar,RESRFP17-1,,,74.06,Yes,,Solar,New,,"Sky High Solar, LLC",Boralex,,,Central,,545.0,SEQR,,,13159,Onondaga,NY,Central New York,Cancelled,,,20.0,19.99,19.99,36248.0,43497.0,,,,POINT (-76.10971 42.79814),64625.0
223,12/11/2024,Tier 1,Somers Solar,RESRFP20-1,,,61.45,Yes,,Solar,New,,"Somers Solar, LLC",CS Energy,,,Capital,,1015.0,SEQR,,,12828,Washington,NY,Capital Region,Cancelled,,,20.0,19.99,19.99,37649.0,45179.0,,,,POINT (-73.58658 43.26888),64625.0
224,12/11/2024,Tier 1,Somerset Solar,RESRFP22-1,,,75.0,Yes,,Solar,New,,"Somerset Solar, LLC",AES Corporation,,,West,,1079.0,ORES,,,14012,Niagara,NY,Western New York,Under Development,,2027.0,20.0,125.0,125.0,226665.0,271998.0,,,,POINT (-78.55259 43.33009),64625.0
225,12/11/2024,N/A,South Brooklyn Marine Terminal,ORECRFP20-1,,,,,,,,,SBMT Asset LLC,SBMT Asset LLC,,,,,,,,,None,,,,Under Development,,,,,,,,,,,,64625.0
226,12/11/2024,Tier 1,South Ripley Solar and Storage,RESRFP19-1,,,66.95,Yes,,Solar,New,,ConnectGen Chautauqua County LLC,ConnectGen,20.0,80.0,West,,783.0,ORES,https://documents.dps.ny.gov/public/MatterManagement/CaseMaster.aspx?MatterCaseNo=21-00750&CaseSearch=Search,,14775,Chautauqua,NY,Western New York,Cancelled,,,20.0,270.0,270.0,404449.0,485338.0,,,,POINT (-79.71066 42.2668),64625.0
227,12/11/2024,Non-Tier 1,Spier Falls,916,,2.74,,,,Hydroelectric,,,,,,,Capital,24058,,,,,12822,Saratoga,NY,Capital Region,Completed,2005.0,2006.0,10.0,0.8,,3115.0,3582.0,,,,POINT (-73.83128 43.24434),64625.0
228,12/11/2024,Non-Tier 1,Steel Winds II,1851,,20.0,,Yes,Yes,Land Based Wind,,,,,,,West,323693,,,,,14218,Erie,NY,Western New York,Completed,2012.0,2012.0,10.0,15.0,14.0,37430.0,37430.0,,,,POINT (-78.82654 42.82014),64625.0
229,12/11/2024,Tier 1,Steel Winds Wind Farm,RESRFP19-1,,18.5,,Yes,,Land Based Wind,Existing,Upgrade,"Niagara Wind Power, LLC",Brookfield Renewable,,,West,323596,234.0,SEQR,,,14218,Erie,NY,Western New York,Operational,2021.0,2022.0,20.0,5.84,4.78,14362.0,17234.0,,,,POINT (-78.82654 42.82014),64625.0
230,12/11/2024,Tier 1,Steel Winds Wind Farm 2,RESRFP19-1,,18.5,,Yes,,Land Based Wind,Existing,Upgrade,"Erie Wind, LLC",Brookfield Renewable,,,West,323693,234.0,SEQR,,,14218,Erie,NY,Western New York,Operational,2021.0,2021.0,20.0,4.4,2.57,7707.0,9248.0,,,,POINT (-78.82654 42.82014),64625.0
231,12/11/2024,Tier 1,Stern Solar,RESRFP21-1,,,,Yes,,Solar,New,,"Stern Solar, LLC",CS Energy,,,Capital,,1198.0,SEQR,,,12154,Rensselaer,NY,Capital Region,Cancelled,,,20.0,19.99,19.99,41700.0,50040.0,,,,POINT (-73.58644 42.89705),64625.0
232,12/11/2024,Non-Tier 1,Stewarts Bridge,2226,,19.75,,Yes,Yes,Hydroelectric,,,,,,,Capital,24058,,,,,12822,Saratoga,NY,Capital Region,Completed,2013.0,2013.0,10.0,2.6,2.49,10491.0,10491.0,,,,POINT (-73.83128 43.24434),64625.0
233,12/11/2024,Non-Tier 1,Stewarts Bridge Hydro (Upgrade),1681,,9.24,,,,Hydroelectric,,,,,,,Capital,24058,,,,,12822,Saratoga,NY,Capital Region,Completed,2010.0,2011.0,10.0,2.9,2.76,11609.0,11609.0,,,,POINT (-73.83128 43.24434),64625.0
